RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
FnrS,GJB7-4722.pndA.IGR,NC_016810,1706864,1706864,-,NC_017718,42357,42358,-,37,174731,43,23444650,115.4534884,4.60E-50,sRNA,IGR
STnc440,GJB7-4645.ccdA.IGR,NC_016810,4580494,4580501,+,NC_017720,73985,74021,-,37,45131,304,23573989,63.57498413,3.65E-45,sRNA,IGR
GJB7-4648.pefB.IGR,MgrR,NC_017720,79007,79021,+,NC_016810,1550840,1550843,+,37,5,42969,23576450,4060.269729,1.79E-89,IGR,sRNA
thrS#gene1288,InvR,NC_016810,1370885,1370894,+,NC_016810,3067543,3067586,+,37,476,397866,23221082,4.536703492,1.72E-06,CDS,sRNA
msbB#gene1845.5UTR,MgrR,NC_016810,1942557,1942559,-,NC_016810,1550825,1550843,+,37,154,42969,23576301,131.8261061,7.03E-56,5UTR,sRNA
MicA,ompD#gene1523,NC_016810,2989429,2989440,+,NC_016810,1612208,1612260,+,37,5041,2098,23612285,82.60713484,4.68E-50,sRNA,CDS
MicF.ompC#gene2276.IGR,STnc970,NC_016810,2364348,2364394,-,NC_016810,889599,889689,-,37,5042,806,23613576,214.9936346,4.43E-65,IGR,sRNA
SL1344_0471#gene478.5UTR,SL1344_1364#gene1386,NC_016810,533972,533972,+,NC_016810,1467497,1467497,-,37,129,3,23619292,2258175.204,1.40E-182,5UTR,CDS
flhD#gene1882,SL1344_1968#gene1996,NC_016810,1979576,1979586,-,NC_016810,2073313,2073570,+,37,415,20993,23598016,100.2200495,1.29E-52,CDS,CDS
sopE#gene2725,SL1344_1968#gene1996,NC_016810,2863514,2863527,+,NC_016810,2073569,2073570,+,37,1062,18644,23599718,44.1006435,4.44E-40,CDS,CDS
siiD#gene4280,SL1344_2984#gene3039,NC_016810,4502933,4502961,+,NC_016810,3185989,3186015,+,37,157,8356,23610911,665.9112999,8.63E-82,CDS,CDS
SL1344_3112#gene3169,STnc870,NC_016810,3321572,3321749,-,NC_016810,4292570,4292598,+,37,6208,19043,23594173,7.384471316,2.49E-13,CDS,sRNA
STnc870,SL1344_4339#gene4426,NC_016810,4292542,4292542,+,NC_016810,4664065,4664069,+,37,17169,6943,23595312,7.323779875,3.22E-13,sRNA,CDS
sipB#gene2916,STnc3640.AS,NC_016810,3052819,3052830,-,NC_016810,1915906,1915906,-,37,1061,3806,23614557,216.3701564,2.99E-65,CDS,AS
aspA#gene4347,STnc440,NC_016810,4592044,4592181,-,NC_016810,4580532,4580564,+,37,4079,40535,23574810,5.275529339,9.16E-09,CDS,sRNA
sRNA21,STnc440,NC_016810,4582901,4582942,+,NC_016810,4580558,4580564,+,37,63,40535,23578826,341.6277769,7.57E-69,sRNA,sRNA
sprB#gene2898,STnc440,NC_016810,3033377,3033693,-,NC_016810,4580522,4580566,+,37,4833,40535,23574056,4.452347596,1.35E-06,CDS,sRNA
STnc840,maa#gene472,NC_016810,1224247,1224264,+,NC_016810,527403,527409,-,37,23982,1903,23593539,19.12804684,3.20E-27,sRNA,CDS
STnc870,oppA#gene1698.5UTR,NC_016810,4292542,4292557,+,NC_016810,1798226,1798292,-,37,17169,4496,23597759,11.31100469,6.64E-20,sRNA,5UTR
SsrS,prgK#gene2903,NC_016810,3242821,3242821,+,NC_016810,3037678,3037678,-,37,35773,517,23583134,47.17993488,7.75E-41,sRNA,CDS
invB#gene2926,invI#gene2924,NC_016810,3060722,3061061,-,NC_016810,3058897,3059022,-,37,6992,7330,23605102,17.04127996,1.52E-25,CDS,CDS
SL1344_3496#gene3557.3UTR,MgrR,NC_016810,3713745,3713749,-,NC_016810,1550843,1550843,+,36,6,42970,23576449,3292.033838,6.06E-86,3UTR,sRNA
SL1344_2250#gene2289.AS,ArcZ,NC_016810,2384710,2384805,-,NC_016810,3511899,3511917,+,36,521,56272,23562632,28.93318387,3.43E-32,AS,sRNA
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511862,3511862,+,NC_016810,2385008,2385092,-,36,121690,368,23497367,18.889436,7.50E-26,sRNA,AS
ArcZ,SL1344_2696#gene2747,NC_016810,3511815,3511863,+,NC_016810,2878742,2878774,-,36,121690,1208,23496527,5.754192011,2.13E-09,sRNA,CDS
pykA#gene1844.5UTR,ArcZ,NC_016810,1939948,1940000,+,NC_016810,3511899,3511917,+,36,1157,56272,23561996,13.02833355,3.95E-21,5UTR,sRNA
sseB#gene2542,ArcZ,NC_016810,2673607,2673640,-,NC_016810,3511915,3511917,+,36,80,28927,23590418,366.9819926,8.86E-69,CDS,sRNA
SL1344_0783#gene800,CyaR,NC_016810,872827,872833,+,NC_016810,2228906,2228931,+,36,463,79996,23538966,22.87918867,1.31E-28,CDS,sRNA
SL1344_2283#gene2322,CyaR,NC_016810,2418415,2418430,+,NC_016810,2228911,2228932,+,36,1062,79996,23538367,9.974383041,7.94E-17,CDS,sRNA
sicP#gene2911,CyaR,NC_016810,3046450,3046860,-,NC_016810,2228887,2228931,+,36,2015,96180,23521230,4.369207859,5.30E-06,CDS,sRNA
SL1344_1872#gene1894.5UTR,InvR,NC_016810,1990511,1990557,-,NC_016810,3067585,3067587,+,36,454,397867,23221104,4.627981265,2.06E-06,5UTR,sRNA
MgrR,glpF#gene4109,NC_016810,1550752,1550767,+,NC_016810,4317908,4318073,-,36,4676,19408,23595341,9.359948796,4.30E-16,sRNA,CDS
ydfB.ydhA.IGR,MgrR,NC_017718,31174,31314,+,NC_016810,1550825,1550843,+,36,690,42970,23575765,28.62555069,3.77E-32,IGR,sRNA
OmrA,STnc600,NC_016810,3191661,3191661,-,NC_016810,3041414,3041414,+,36,89032,854,23529539,11.14068562,2.45E-18,sRNA,sRNA
prgJ#gene2904,RUF_220c,NC_016810,3038440,3038503,-,NC_016810,3035618,3035633,-,36,1486,34866,23583073,16.38633996,4.90E-24,CDS,sRNA
gtgA#gene981.SL1344_0965A#gene982.IGR,SL1344_1968#gene1996,NC_016810,1071240,1071256,+,NC_016810,2073568,2073570,+,36,2,18645,23600778,22784.33918,7.39E-103,IGR,CDS
sRNA7,SL1344_1968#gene1996,NC_016810,3295851,3295851,-,NC_016810,2073618,2073618,+,36,349,350974,23268102,6.838535211,2.93E-11,sRNA,CDS
glpT#gene2291,SL1344_2250#gene2289.AS,NC_016810,2386518,2386680,-,NC_016810,2384806,2384900,-,36,8799,207,23610419,466.6621009,2.47E-74,CDS,AS
SL1344_3369#gene3430,STnc2040,NC_016810,3596108,3596108,-,NC_016810,1819360,1819373,-,36,1886,35902,23581637,12.53764936,3.54E-20,CDS,sRNA
SL1344_4250#gene4333.SL1344_4249#gene4332.IGR,STnc440,NC_016810,4581125,4581180,-,NC_016810,4580516,4580565,+,36,550,40536,23578339,38.07256419,2.26E-36,IGR,sRNA
glpF#gene4109,STnc3640.AS,NC_016810,4318096,4318121,-,NC_016810,1915906,1915908,-,36,19870,3807,23595748,11.22937296,1.18E-18,CDS,AS
ompC#gene2276,STnc440,NC_016810,2363675,2363690,-,NC_016810,4580529,4580563,+,36,2986,40536,23575903,7.011971498,4.19E-12,CDS,sRNA
SdsR,invI#gene2924,NC_016810,1925692,1925701,-,NC_016810,3058975,3059009,-,36,20373,5902,23593150,7.063732417,3.11E-12,sRNA,CDS
xerC#gene3973.AS,pipB#gene1044,NC_016810,4176222,4176222,-,NC_016810,1133250,1133250,-,36,10,106,23619309,802165.2113,1.77E-174,AS,CDS
srmB#gene2654.5UTR,tRNA-Gly#rna32,NC_016810,2783289,2783312,+,NC_016810,1993161,1993164,-,36,341,8729,23610355,285.5526174,3.54E-67,5UTR,tRNA
SL1344_2445#gene2491.acrD#gene2490.IGR,SL1344_3378#gene3439.3UTR,NC_016810,2594637,2594681,-,NC_016810,3603083,3603122,-,35,141382,368,23477676,15.79360273,3.05E-22,IGR,3UTR
SL1344_0430#gene436.5UTR,ArcZ,NC_016810,489215,489223,-,NC_016810,3511916,3511917,+,35,85,28928,23590413,335.7888368,1.30E-65,5UTR,sRNA
ArcZ,phsA#gene2073,NC_016810,3511862,3511863,+,NC_016810,2138241,2138613,-,35,121691,435,23497300,15.53596697,4.21E-22,sRNA,CDS
yjeH#gene4349.AS,ArcZ,NC_016810,4594057,4594070,+,NC_016810,3511891,3511916,+,35,116,56273,23563037,126.3401103,1.51E-51,AS,sRNA
SL1344_1663#gene1684,CyaR,NC_016810,1784886,1784973,-,NC_016810,2228885,2228897,+,35,14455,16149,23588822,3.536800531,8.19E-04,CDS,sRNA
exc,CyaR,NC_017718,44399,44443,-,NC_016810,2228908,2228931,+,35,529,79997,23538900,19.4681568,2.03E-25,NC_017718#gene,sRNA
gpmB#gene4606.5UTR,CyaR,NC_016810,4862484,4862498,+,NC_016810,2228925,2228931,+,35,13,79997,23539416,792.2215929,3.29E-69,5UTR,sRNA
CyaR,yddA,NC_016810,2228847,2228882,+,NC_017718,27931,27973,+,35,65076,2237,23552113,5.662537435,7.25E-09,sRNA,NC_017718#gene
SL1344_2644#gene2695.gpB#gene2696.IGR,GcvB,NC_016810,2825632,2825684,+,NC_016810,3156836,3156893,+,35,168,83651,23535607,58.61557493,1.19E-40,IGR,sRNA
slrP#gene793,InvR,NC_016810,867733,868167,+,NC_016810,3067543,3067586,+,35,493,397868,23221065,4.143470473,7.70E-05,CDS,sRNA
SL1344_2930#gene2983,MgrR,NC_016810,3118606,3118616,-,NC_016810,1550836,1550843,+,35,68,42971,23576387,282.3975489,2.20E-62,CDS,sRNA
ompF#gene952.5UTR,MicF,NC_016810,1047504,1047504,-,NC_016810,2364678,2364721,+,35,990,133363,23485073,6.225717467,1.93E-10,5UTR,sRNA
SL1344_4283#gene4367,RybD,NC_016810,4609550,4609550,+,NC_016810,807429,807431,+,35,337,15806,23603283,155.0917082,5.73E-56,CDS,sRNA
SL1344_0451#gene458,fliC#gene1914,NC_016810,514223,514496,+,NC_016810,2005937,2006025,-,35,3110,6075,23610241,43.73828934,1.23E-37,CDS,CDS
STnc500,SL1344_1514#gene1534,NC_016810,1172616,1172616,-,NC_016810,1626591,1626592,-,35,13087,1310,23605029,48.19047251,5.51E-39,sRNA,CDS
glpE#gene3553.5UTR,SL1344_1968#gene1996,NC_016810,3709478,3709896,-,NC_016810,2073568,2073570,+,35,332,18646,23600448,133.4333925,1.09E-53,5UTR,CDS
tRNA-Glu#rna49,SL1344_2963#gene3016,NC_016810,2800415,2800417,-,NC_016810,3156989,3156989,-,35,3863,26270,23589293,8.135761114,1.31E-13,tRNA,CDS
cydA#gene734.5UTR,SL1344_3254#gene3308,NC_016810,808908,808908,+,NC_016810,3469422,3469422,-,35,81,393,23618952,25968.75318,7.45E-131,5UTR,CDS
SL1344_3557#gene3618,SdsR,NC_016810,3782979,3782996,+,NC_016810,1925621,1925688,-,35,1716,23756,23593954,20.25714201,2.67E-26,CDS,sRNA
STnc440,torR#gene3850,NC_016810,4580492,4580496,+,NC_016810,4046014,4046022,+,35,37188,69,23582169,321.6620895,2.14E-64,sRNA,CDS
STnc870,cbiN#gene2030,NC_016810,4292542,4292543,+,NC_016810,2100621,2100624,-,35,17171,305,23601950,157.7322516,3.81E-56,sRNA,CDS
kdsA#gene1723,STnc870,NC_016810,1827911,1827911,-,NC_016810,4292597,4292599,+,35,142,19045,23600239,305.4324136,3.15E-65,CDS,sRNA
sopE#gene2725,Spf,NC_016810,2863703,2863718,+,NC_016810,4230543,4230580,+,35,4070,51808,23563548,3.911267249,1.90E-04,CDS,sRNA
hilC#gene2899,sprB#gene2898,NC_016810,3034779,3034796,-,NC_016810,3033664,3033665,-,35,1697,4427,23613302,110.0103133,2.32E-51,CDS,CDS
MgrR,SL1344_2257#gene2296.3UTR,NC_016810,1550750,1550797,+,NC_016810,2393536,2393568,-,34,4678,379,23614370,452.8515445,4.83E-70,sRNA,3UTR
ArcZ,SL1344_1489#gene1510,NC_016810,3511862,3511862,+,NC_016810,1595058,1595058,-,34,121692,19,23497716,345.5325282,8.88E-58,sRNA,CDS
SL1344_3369#gene3430,ArcZ,NC_016810,3596108,3596108,-,NC_016810,3511899,3511942,+,34,1888,56274,23561265,7.53993748,4.81E-12,CDS,sRNA
ArcZ,SL1344_4511#gene4605,NC_016810,3511862,3511862,+,NC_016810,4862534,4862534,-,34,121692,15,23497720,437.6746102,1.20E-59,sRNA,CDS
ArcZ,rfaB#gene3747,NC_016810,3511862,3511863,+,NC_016810,3935951,3935965,-,34,121692,141,23497594,46.56087908,8.12E-36,sRNA,CDS
ArcZ,yadA,NC_016810,3511862,3511862,+,NC_017718,4014,4027,+,34,121692,231,23497504,28.42016798,2.35E-29,sRNA,NC_017718#gene
ArcZ,ycaI#gene936,NC_016810,3511862,3511863,+,NC_016810,1026875,1026877,+,34,121692,0,23497735,inf,8.21E-72,sRNA,CDS
yhjA#gene3846,ArcZ,NC_016810,4040434,4040459,-,NC_016810,3511898,3511899,+,34,85,27311,23592031,345.5315587,4.39E-64,CDS,sRNA
yjeH#gene4349,CyaR,NC_016810,4595082,4595094,-,NC_016810,2228930,2228931,+,34,513,79998,23538916,19.50153881,1.43E-24,CDS,sRNA
STnc1280.SL1344_1927A#gene1954.IGR,FnrS,NC_016810,2039890,2039899,-,NC_016810,1706784,1706785,-,34,428,39200,23579799,47.78473477,3.01E-37,IGR,sRNA
GlmZ,GJB7-4722,NC_016810,4163355,4163355,+,NC_017718,42827,42986,+,34,8697,4205,23606525,21.94701742,1.34E-26,sRNA,NC_017718#gene
SL1344_4249#gene4332,InvR,NC_016810,4580972,4580972,-,NC_016810,3067547,3067585,+,34,330,397869,23221228,6.013261042,9.18E-09,CDS,sRNA
SL1344_0161#gene161,STnc500,NC_016810,189575,189950,+,NC_016810,1172566,1172572,-,34,1266,19234,23598927,32.95094365,2.92E-32,CDS,sRNA
fliZ#gene1910,SL1344_1968#gene1996,NC_016810,2002211,2002238,-,NC_016810,2073570,2073587,+,34,335,18647,23600445,128.4533193,1.75E-51,CDS,CDS
ompD#gene1523,SL1344_2805#gene2852,NC_016810,1612033,1612033,+,NC_016810,2991858,2991858,-,34,6343,89,23612995,1422.149569,5.23E-85,CDS,CDS
SL1344_3569#gene3630.5UTR,STnc440,NC_016810,3800176,3800178,-,NC_016810,4580529,4580565,+,34,2848,40538,23576041,6.943005221,5.03E-11,5UTR,sRNA
STnc440,hilA#gene2908,NC_016810,4580485,4580498,+,NC_016810,3044081,3044263,+,34,37189,1096,23581142,19.67064931,6.35E-25,sRNA,CDS
prgJ#gene2904,STnc440,NC_016810,3038270,3038487,-,NC_016810,4580547,4580564,+,34,2982,40538,23575907,6.630974675,1.52E-10,CDS,sRNA
STnc870,rmf#gene1022,NC_016810,4292532,4292555,+,NC_016810,1114135,1114143,+,34,17172,1996,23600259,23.41069298,1.84E-27,sRNA,CDS
smg#gene3432,STnc870,NC_016810,3596812,3596879,-,NC_016810,4292592,4292599,+,34,1303,19046,23599078,32.33149279,5.39E-32,CDS,sRNA
sipB#gene2916,SdsR,NC_016810,3052819,3052830,-,NC_016810,1925621,1925621,-,34,1064,23757,23594606,31.73645552,1.09E-31,CDS,sRNA
prgI#gene2905,fliE#gene1923.AS,NC_016810,3038885,3038893,-,NC_016810,2013664,2013664,+,34,756,95,23618576,11181.16937,2.70E-115,CDS,AS
sipD#gene2914,sipC#gene2915,NC_016810,3049550,3049665,-,NC_016810,3050922,3051309,-,34,1640,5793,23611994,84.50145845,6.57E-46,CDS,CDS
ArcZ,SL1344_0361#gene367,NC_016810,3511861,3511863,+,NC_016810,415122,415596,+,33,121693,897,23496838,7.103384478,1.06E-10,sRNA,CDS
ArcZ,cstA#gene595,NC_016810,3511862,3511863,+,NC_016810,660801,660806,+,33,121693,507,23497228,12.56773498,7.88E-18,sRNA,CDS
ArcZ,siiE#gene4281,NC_016810,3511862,3511862,+,NC_016810,4504593,4504593,+,33,121693,139,23497596,45.84130523,2.03E-34,sRNA,CDS
ArcZ,tatC#gene3999,NC_016810,3511862,3511863,+,NC_016810,4203139,4203189,+,33,121693,226,23497509,28.1943267,3.06E-28,sRNA,CDS
SL1344_3551#gene3612,CyaR,NC_016810,3775589,3775650,-,NC_016810,2228925,2228931,+,33,19,79999,23539410,511.0593685,1.11E-61,CDS,sRNA
rpmG#gene3755,DapZ,NC_016810,3943481,3943492,-,NC_016810,74882,74893,+,33,40,120263,23499125,161.2031807,5.58E-49,CDS,sRNA
aroC#gene2392.5UTR,GcvB,NC_016810,2493374,2493745,-,NC_016810,3156805,3156844,+,33,1195,83653,23534580,7.76910456,7.31E-12,5UTR,sRNA
SL1344_2747#gene2796,InvR,NC_016810,2928437,2928469,+,NC_016810,3067529,3067585,+,33,21,397870,23221537,91.71585371,5.55E-38,CDS,sRNA
rfbH#gene2099,InvR,NC_016810,2168825,2169067,-,NC_016810,3067526,3067586,+,33,567,397870,23220991,3.396803601,3.09E-02,CDS,sRNA
cfa#gene1381,MgrR,NC_016810,1462081,1462081,-,NC_016810,1550841,1550842,+,33,1552,42973,23574903,11.66477763,4.11E-17,CDS,sRNA
nhaA#gene39,MgrR,NC_016810,46303,46309,+,NC_016810,1550842,1550843,+,33,86,42973,23576369,210.5216355,4.41E-55,CDS,sRNA
nhaA#gene39,OmrA,NC_016810,46197,46210,+,NC_016810,3191584,3191586,-,33,858,72472,23546098,12.49612476,6.49E-18,CDS,sRNA
SL1344_2698#gene2749,RprA,NC_016810,2880448,2880471,-,NC_016810,1401685,1401692,-,33,444,75998,23542986,23.02450758,6.51E-26,CDS,sRNA
SL1344_1685#gene1706.5UTR,RybB,NC_016810,1807862,1807862,-,NC_016810,941813,941813,-,33,1908,50636,23566884,8.049674927,2.31E-12,5UTR,sRNA
SL1344_1767#gene1789,STnc2080,NC_016810,1893422,1893465,-,NC_016810,2759412,2759421,-,33,621,8048,23610759,155.8993557,6.82E-53,CDS,sRNA
SL1344_2752#gene2800,STnc870,NC_016810,2930951,2931082,-,NC_016810,4292593,4292599,+,33,1184,19047,23599197,34.53288651,8.26E-32,CDS,sRNA
SL1344_2993#gene3048,STnc440,NC_016810,3196875,3197176,-,NC_016810,4580534,4580565,+,33,204,40539,23578685,94.08715173,5.22E-45,CDS,sRNA
fliC#gene1914,SLnc0014,NC_016810,2005535,2005719,-,NC_016810,1290461,1290505,+,33,4359,31010,23584059,5.757631388,2.65E-08,CDS,sRNA
fliC#gene1914,SLnc0022,NC_016810,2005480,2005480,-,NC_016810,2073309,2073309,+,33,211,1041,23618176,3548.355382,1.12E-96,CDS,sRNA
narK#gene1716,STnc290,NC_016810,1819415,1819416,-,NC_016810,3215639,3215646,-,33,27916,2877,23588635,9.692229713,9.27E-15,CDS,sRNA
STnc870,agp#gene1073,NC_016810,4292542,4292548,+,NC_016810,1160062,1160080,+,33,17173,222,23602033,204.2980441,4.16E-56,sRNA,CDS
fliH#gene1926,STnc870,NC_016810,2016955,2016959,+,NC_016810,4292597,4292598,+,33,140,19047,23600241,292.0624744,1.22E-60,CDS,sRNA
STnc870,narP#gene2255,NC_016810,4292542,4292543,+,NC_016810,2344497,2344522,+,33,17173,481,23601774,94.29037024,1.18E-45,sRNA,CDS
StyR-215a.SL1344_rRNA0001#gene250.IGR,rmf#gene1022,NC_016810,289055,289056,+,NC_016810,1114142,1114142,+,33,34589,1997,23582842,11.26662942,1.10E-16,IGR,CDS
ArcZ,glpC#gene2294.3UTR,NC_016810,3511862,3511862,+,NC_016810,2392074,2392157,+,32,121694,161,23497574,38.37761325,4.74E-31,sRNA,3UTR
rpmJ2#gene470.3UTR,ArcZ,NC_016810,526256,526258,+,NC_016810,3511886,3511899,+,32,16,27313,23592100,1727.536338,1.19E-75,3UTR,sRNA
ArcZ,SL1344_1098#gene1116,NC_016810,3511862,3511862,+,NC_016810,1203663,1203916,-,32,121694,651,23497084,9.491039763,1.09E-13,sRNA,CDS
ArcZ,SL1344_1976#gene2004.AS,NC_016810,3511862,3511864,+,NC_016810,2079682,2079686,-,32,121694,855,23496880,7.226448237,2.00E-10,sRNA,AS
ArcZ,SL1344_4179#gene4263,NC_016810,3511862,3511863,+,NC_016810,4486210,4486479,+,32,121694,179,23497556,34.51838548,3.20E-30,sRNA,CDS
dcuA#gene4346.5UTR,ArcZ,NC_016810,4591342,4591371,-,NC_016810,3511899,3511900,+,32,1330,27313,23590786,20.78123453,6.29E-24,5UTR,sRNA
pduO#gene2058,ArcZ,NC_016810,2123479,2123628,+,NC_016810,3511899,3511916,+,32,18,56276,23563135,744.367364,1.03E-64,CDS,sRNA
adh#gene1701.AS,CyaR,NC_016810,1802297,1802297,-,NC_016810,2228875,2228875,+,32,5,16152,23603272,9352.460426,1.19E-89,AS,sRNA
flhD#gene1882.5UTR,DapZ,NC_016810,1979647,1979753,-,NC_016810,74875,74893,+,32,864,120264,23498301,7.236641426,1.92E-10,5UTR,sRNA
SL1344_2714#gene2764,FnrS,NC_016810,2893140,2893148,-,NC_016810,1706784,1706785,-,32,1089,39202,23579138,17.67428275,9.19E-22,CDS,sRNA
sigD#gene1047,FnrS,NC_016810,1135888,1135918,-,NC_016810,1706784,1706791,-,32,1180,39202,23579047,16.31120308,9.98E-21,CDS,sRNA
InvR,GJB7-4654,NC_016810,3067509,3067526,+,NC_017720,84625,84640,+,32,384372,0,23235057,inf,2.97E-51,sRNA,NC_017720#gene
katG#gene4129,GcvB,NC_016810,4341107,4341145,+,NC_016810,3156857,3156860,+,32,239,83654,23535536,37.66946557,3.41E-31,CDS,sRNA
SL1344_2713#gene2763,InvR,NC_016810,2892434,2892487,-,NC_016810,3067529,3067586,+,32,558,397871,23221000,3.346989981,2.40E-02,CDS,sRNA
MgrR,cspD#gene897,NC_016810,1550798,1550801,+,NC_016810,978514,978544,-,32,6033,2290,23611106,54.68868762,5.28E-37,sRNA,CDS
MgrR,tRNA-Ala#rna40,NC_016810,1550746,1550767,+,NC_016810,2526655,2526770,-,32,4680,934,23613815,172.871502,1.13E-52,sRNA,tRNA
yojI#gene2272.5UTR,MgrR,NC_016810,2360140,2360143,-,NC_016810,1550836,1550843,+,32,664,42974,23575791,26.43883974,5.59E-27,5UTR,sRNA
tRNA-Gly#rna32,OmrA,NC_016810,1993229,1993230,-,NC_016810,3191584,3191591,-,32,2226,72473,23544730,4.670273277,1.66E-05,tRNA,sRNA
aroM#gene391.SL1344_0386#gene392.IGR,OmrB,NC_016810,442001,442029,+,NC_016810,3191785,3191786,-,32,250,372,23618807,8126.901333,6.43E-105,IGR,sRNA
hilC#gene2899.RUF_219c.IGR,RUF_220c,NC_016810,3034568,3034669,-,NC_016810,3035626,3035687,-,32,2669,34870,23581890,8.108267468,5.89E-12,IGR,sRNA
aroE#gene3429,RprA,NC_016810,3595556,3595557,-,NC_016810,1401684,1401686,-,32,22,75999,23543408,450.5974696,6.47E-59,CDS,sRNA
lpdA#gene155,RprA,NC_016810,181115,181154,+,NC_016810,1401686,1401716,-,32,99,98761,23520569,76.97986211,8.95E-40,CDS,sRNA
SL1344_1150#gene1168,SL1344_1147#gene1165.5UTR,NC_016810,1252731,1252731,-,NC_016810,1249808,1249808,+,32,399,20,23619010,94712.82206,4.47E-132,CDS,5UTR
SL1344_1649#gene1670,fliC#gene1914,NC_016810,1771350,1771350,+,NC_016810,2006338,2006339,-,32,22,674,23618733,50971.099,3.19E-124,CDS,CDS
SL1344_1709#gene1732.AS,SL1344_1710#gene1733,NC_016810,1836338,1836401,-,NC_016810,1837539,1837611,-,32,16,14745,23604668,3201.718277,3.32E-84,AS,CDS
STnc870,SL1344_2608#gene2655,NC_016810,4292546,4292548,+,NC_016810,2785550,2785550,-,32,17174,807,23601448,54.49336588,8.36E-37,sRNA,CDS
SL1344_3071#gene3127,ompC#gene2276.5UTR,NC_016810,3278896,3278896,+,NC_016810,2364341,2364341,-,32,88,3625,23615716,2368.974646,7.11E-87,CDS,5UTR
repC,STnc3640.AS,NC_017720,92191,92352,-,NC_016810,1915906,1915906,-,32,2163,3811,23613455,91.66721682,4.71E-44,NC_017720#gene,AS
hupB#gene452,STnc810,NC_016810,507655,507676,+,NC_016810,4467935,4467970,-,32,22114,8964,23588351,3.807837502,2.31E-03,CDS,sRNA
glpK#gene4108,STnc870,NC_016810,4317274,4317290,-,NC_016810,4292592,4292598,+,32,3069,19048,23597312,12.9171363,8.39E-18,CDS,sRNA
yjeH#gene4349,SdsR,NC_016810,4595085,4595090,-,NC_016810,1925621,1925629,-,32,515,23759,23595155,61.70742533,2.35E-38,CDS,sRNA
leuS#gene643.AS,sipB#gene2916,NC_016810,709776,709776,+,NC_016810,3052423,3052423,-,32,0,1638,23617791,inf,5.71E-127,AS,CDS
ArcZ,SL1344_0950#gene966.3UTR,NC_016810,3511862,3511872,+,NC_016810,1061568,1061571,-,31,121695,78,23497657,76.73949133,6.30E-38,sRNA,3UTR
sopE#gene2725.3UTR,STnc840,NC_016810,2863718,2863718,+,NC_016810,1224268,1224268,+,31,4074,23397,23591959,7.672634299,8.69E-11,3UTR,sRNA
ArcZ,SL1344_3738#gene3799,NC_016810,3511862,3511863,+,NC_016810,3994322,3994331,-,31,121695,78,23497657,76.73949133,6.30E-38,sRNA,CDS
SL1344_3813#gene3873,ArcZ,NC_016810,4074348,4074353,+,NC_016810,3511899,3511899,+,31,242,27314,23591874,110.6428777,2.44E-44,CDS,sRNA
ArcZ,exc,NC_016810,3511862,3511868,+,NC_017718,44303,44519,-,31,121695,1725,23496010,3.469716391,0.039631923,sRNA,NC_017718#gene
ArcZ,miaB#gene665.AS,NC_016810,3511862,3511863,+,NC_016810,734464,734891,+,31,121695,7,23497728,855.0997729,7.31E-58,sRNA,AS
ArcZ,nikB,NC_016810,3511862,3511862,+,NC_017718,35324,35324,+,31,121695,42,23497693,142.5164165,1.88E-44,sRNA,NC_017718#gene
ArcZ,rfaB#gene3747,NC_016810,3511862,3511862,+,NC_016810,3936702,3936702,-,31,121695,458,23497277,13.06895966,6.54E-17,sRNA,CDS
fliC#gene1914,CyaR,NC_016810,2006104,2006200,-,NC_016810,2228888,2228932,+,31,1450,96185,23521795,5.228255499,2.16E-06,CDS,sRNA
gltB#gene3358,CyaR,NC_016810,3515851,3516197,+,NC_016810,2228925,2228931,+,31,246,80001,23539183,37.07853413,6.69E-30,CDS,sRNA
strB,CyaR,NC_017719,7707,7759,-,NC_016810,2228885,2228932,+,31,804,96185,23522441,9.429326712,4.43E-13,NC_017719#gene,sRNA
glmS#gene3888,DapZ,NC_016810,4092147,4092176,-,NC_016810,74882,74923,+,31,363,297348,23321719,6.698084242,7.84E-09,CDS,sRNA
pflB#gene926,DapZ,NC_016810,1013740,1013836,-,NC_016810,74915,74924,+,31,328,177052,23442050,12.51360958,3.18E-16,CDS,sRNA
SL1344_3158#gene3215,FnrS,NC_016810,3368047,3368073,-,NC_016810,1706824,1706854,-,31,744,161723,23456963,6.04350314,7.09E-08,CDS,sRNA
GJB7-4706.yddA.IGR,glpA#gene2292,NC_017718,27934,27934,+,NC_016810,2388164,2388164,+,31,2157,150,23617123,2262.805789,2.92E-84,IGR,CDS
SL1344_4411#gene4500,GcvB,NC_016810,4745879,4745901,-,NC_016810,3156954,3156984,+,31,298,599730,23019402,3.992856416,3.35E-03,CDS,sRNA
SL1344_2715#gene2765,InvR,NC_016810,2893695,2893695,-,NC_016810,3067579,3067586,+,31,42,397872,23221516,43.07840306,1.03E-28,CDS,sRNA
cysQ#gene4424,MgrR,NC_016810,4662094,4662353,+,NC_016810,1550825,1550843,+,31,409,42975,23576046,41.58086031,1.04E-31,CDS,sRNA
