RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
ArcZ,nuoF#gene2332,NC_016810,3511862,3511863,+,NC_016810,2433192,2433197,-,36,116365,172,19620157,35.29020314,3.52E-34,sRNA,CDS
ArcZ,serS#gene917,NC_016810,3511862,3511862,+,NC_016810,1000457,1000484,+,36,116365,20,19620309,303.4980982,2.18E-59,sRNA,CDS
ArcZ,tpx#gene1633,NC_016810,3511862,3511863,+,NC_016810,1732452,1732758,+,36,116365,482,19619847,12.59298555,7.85E-20,sRNA,CDS
SL1344_4250#gene4333.SL1344_4249#gene4332.IGR,CyaR,NC_016810,4581175,4581195,-,NC_016810,2228930,2228932,+,36,1114,52697,19682883,12.07035738,1.69E-19,IGR,sRNA
SL1344_4300#gene4387,DapZ,NC_016810,4631441,4631448,+,NC_016810,74866,74882,+,36,1692,127659,19607343,3.267905206,0.013988461,CDS,sRNA
DapZ,siiD#gene4280,NC_016810,74854,74854,+,NC_016810,4503140,4503158,+,36,263391,670,19472633,3.972386028,0.000116814,sRNA,CDS
sopE#gene2725,DapZ,NC_016810,2863001,2863026,+,NC_016810,74923,74924,+,36,924,133595,19602175,5.716689277,3.23E-09,CDS,sRNA
SL1344_2610#gene2657.5UTR,InvR,NC_016810,2786765,2786765,-,NC_016810,3067534,3067534,+,36,31,332994,19403669,67.6687659,6.07E-39,5UTR,sRNA
InvR,hyb0#gene3181,NC_016810,3067530,3067532,+,NC_016810,3333423,3333496,-,36,311125,125,19425444,17.98160827,1.16E-23,sRNA,CDS
yhjA#gene3846,InvR,NC_016810,4040433,4040434,-,NC_016810,3067584,3067586,+,36,103,332994,19403597,20.36625203,4.04E-25,CDS,sRNA
SL1344_2208#gene2241,MgrR,NC_016810,2329837,2329878,+,NC_016810,1550811,1550843,+,36,1131,43192,19692371,14.51224463,3.66E-22,CDS,sRNA
nuoB#gene2335.nuoC#gene2334.IGR,MgrR,NC_016810,2436020,2436066,-,NC_016810,1550836,1550842,+,36,397,43192,19693105,41.34498855,2.13E-37,IGR,sRNA
ucpA#gene2454,OmrB,NC_016810,2554589,2554912,-,NC_016810,3191785,3191787,-,36,15930,315,19720449,141.479322,3.67E-56,CDS,sRNA
SL1344_0602#gene609,aspA#gene4347,NC_016810,676995,676998,-,NC_016810,4592807,4592807,-,36,223,7703,19728768,413.4640036,1.74E-72,CDS,CDS
SL1344_1678#gene1699.AS,SL1344_1968#gene1996,NC_016810,1798347,1798362,-,NC_016810,2073568,2073570,+,36,5005,21568,19710121,6.573214953,3.23E-11,AS,CDS
SL1344_2594#gene2640,SL1344_1968#gene1996,NC_016810,2769584,2769768,+,NC_016810,2073570,2073576,+,36,194,21568,19714932,169.6235622,1.81E-58,CDS,CDS
spaT#gene2917,STnc440,NC_016810,3053925,3053972,-,NC_016810,4580519,4580565,+,36,1593,39836,19695265,11.17307798,1.86E-18,CDS,sRNA
sptP#gene2910,STnc440,NC_016810,3046145,3046163,-,NC_016810,4580526,4580559,+,36,991,39836,19695867,17.9609054,2.95E-25,CDS,sRNA
fliC#gene1914,STnc850,NC_016810,2005936,2006005,-,NC_016810,1252631,1252673,+,36,7007,11132,19718555,9.100647056,1.16E-15,CDS,sRNA
STnc870,agp#gene1073,NC_016810,4292542,4292543,+,NC_016810,1160071,1160430,+,36,18245,520,19717929,74.81980775,1.21E-46,sRNA,CDS
STnc870,gcvT#gene3087,NC_016810,4292542,4292559,+,NC_016810,3236611,3236617,-,36,18245,1093,19717356,35.59484851,1.56E-35,sRNA,CDS
kdsA#gene1723,STnc870,NC_016810,1827911,1827911,-,NC_016810,4292597,4292599,+,36,389,21169,19715136,86.18909763,1.18E-48,CDS,sRNA
rpoE#gene2651,STnc870,NC_016810,2779792,2780054,-,NC_016810,4292567,4292593,+,36,4108,21169,19711417,8.159988911,3.89E-14,CDS,sRNA
STnc870,sucB#gene731,NC_016810,4292542,4292543,+,NC_016810,805082,805082,+,36,18245,310,19718139,125.5055303,2.72E-54,sRNA,CDS
glpK#gene4108,hilA#gene2908.5UTR,NC_016810,4317160,4317160,-,NC_016810,3042165,3042165,+,36,6567,2092,19728035,51.69608253,2.53E-41,CDS,5UTR
invC#gene2925,invJ#gene2923,NC_016810,3059411,3059898,-,NC_016810,3057973,3058391,-,36,6008,6279,19724407,18.82287894,3.94E-26,CDS,CDS
tRNA-Leu#rna80,tuf#gene3473,NC_016810,4162680,4162681,+,NC_016810,3620636,3620637,-,36,16565,243,19719886,176.3636941,2.45E-59,tRNA,CDS
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511861,3511862,+,NC_016810,2385010,2385054,-,35,116366,224,19620105,26.34482071,2.97E-29,sRNA,AS
ArcZ,relA#gene2990,NC_016810,3511862,3511862,+,NC_016810,3124704,3124706,-,35,116366,143,19620186,41.26758182,3.63E-35,sRNA,CDS
ArcZ,sRNA33,NC_016810,3511862,3511862,+,NC_016810,3550243,3550245,-,35,116366,55,19620274,107.296194,4.36E-47,sRNA,sRNA
ArcZ,siiE#gene4281,NC_016810,3511862,3511862,+,NC_016810,4505732,4505786,+,35,116366,151,19620178,39.08120394,1.91E-34,sRNA,CDS
ArcZ,tldD#gene3396,NC_016810,3511862,3511862,+,NC_016810,3556922,3557194,-,35,116366,537,19619792,10.98909813,2.61E-17,sRNA,CDS
CsrC,STnc2080,NC_016810,4231616,4231751,+,NC_016810,2759412,2759420,-,35,3356,5441,19727898,37.81361343,1.97E-35,sRNA,sRNA
SL1344_3112#gene3169,DapZ,NC_016810,3321358,3321397,-,NC_016810,74921,74924,+,35,743,133596,19602356,6.911845911,3.37E-11,CDS,sRNA
DapZ,sopE#gene2725,NC_016810,74846,74856,+,NC_016810,2863159,2863196,+,35,263392,718,19472585,3.603832756,0.002564752,sRNA,CDS
SL1344_2214#gene2247,GcvB,NC_016810,2336188,2336188,+,NC_016810,3156808,3156814,+,35,144,136148,19600403,34.9912363,9.49E-33,CDS,sRNA
InvR,SL1344_1147#gene1165,NC_016810,3067506,3067509,+,NC_016810,1250317,1250317,+,35,311126,19,19425550,115.0141997,6.41E-43,sRNA,CDS
fliC#gene1914,MicF,NC_016810,2006107,2006110,-,NC_016810,2364674,2364686,+,35,1518,17748,19717429,25.61516386,1.22E-29,CDS,sRNA
gyrI#gene2069.5UTR,SL1344_1968#gene1996,NC_016810,2133618,2133631,-,NC_016810,2073568,2073570,+,35,250,21569,19714876,127.9652575,9.07E-53,5UTR,CDS
SL1344_2315#gene2354,STnc870,NC_016810,2456685,2456689,-,NC_016810,4292555,4292593,+,35,507,21170,19715018,64.28896069,6.14E-43,CDS,sRNA
ddlA#gene381,STnc870,NC_016810,434013,434019,-,NC_016810,4292597,4292599,+,35,356,21170,19715169,91.55829415,5.00E-48,CDS,sRNA
glpT#gene2291,STnc870,NC_016810,2387602,2387606,-,NC_016810,4292592,4292593,+,35,4268,21170,19711257,7.635493222,8.12E-13,CDS,sRNA
STnc870,pilM,NC_016810,4292542,4292543,+,NC_017718,80631,80631,-,35,18246,6,19718443,6304.080392,1.67E-93,sRNA,NC_017718#gene
STnc870,yhjW#gene3662.lpfE#gene3663.IGR,NC_016810,4292542,4292542,+,NC_016810,3843759,3843759,+,35,18246,226,19718223,167.3630989,1.04E-56,sRNA,IGR
tRNA-Ala#rna2,glpC#gene2294,NC_016810,290983,290984,+,NC_016810,2391412,2391412,+,35,2852,168,19733675,1441.508517,6.73E-89,tRNA,CDS
sipD#gene2914,sipC#gene2915,NC_016810,3050061,3050061,-,NC_016810,3051142,3051356,-,35,477,4420,19731798,327.5624093,2.07E-67,CDS,CDS
SL1344_0430#gene436,ArcZ,NC_016810,489215,489223,-,NC_016810,3511915,3511917,+,34,128,18188,19718380,287.9752962,3.49E-62,CDS,sRNA
ArcZ,SL1344_1589#gene1610.SL1344_1588#gene1609.IGR,NC_016810,3511862,3511862,+,NC_016810,1709364,1709373,-,34,116367,18,19620311,318.4802173,3.45E-56,sRNA,IGR
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511854,3511863,+,NC_016810,2384630,2384630,-,34,116367,1839,19618490,3.116972188,0.01510204,sRNA,AS
ArcZ,STnc840,NC_016810,3511862,3511872,+,NC_016810,1224317,1224318,+,34,116367,484,19619845,11.84402429,1.21E-17,sRNA,sRNA
ArcZ,caiF#gene68.5UTR,NC_016810,3511862,3511863,+,NC_016810,80498,80550,+,34,116367,247,19620082,23.20881377,1.65E-26,sRNA,5UTR
glpQ#gene2290,ArcZ,NC_016810,2385611,2385733,-,NC_016810,3511915,3511917,+,34,5382,18188,19713126,6.847085893,7.93E-11,CDS,sRNA
mdoG#gene1105,ArcZ,NC_016810,1192784,1192801,+,NC_016810,3511899,3511900,+,34,178,23659,19712859,159.1520166,5.74E-54,CDS,sRNA
ArcZ,sbcB#gene2076.sopA#gene2075.IGR,NC_016810,3511862,3511862,+,NC_016810,2141761,2141768,-,34,116367,204,19620125,28.10092924,5.03E-29,sRNA,IGR
ybiT#gene830,ArcZ,NC_016810,905557,905557,+,NC_016810,3511917,3511917,+,34,10,18188,19718498,3686.10585,8.90E-88,CDS,sRNA
SL1344_0307#gene313,CyaR,NC_016810,355707,355781,+,NC_016810,2228894,2228932,+,34,1042,72453,19663201,8.855417555,4.25E-14,CDS,sRNA
cspA#gene3676,CyaR,NC_016810,3857931,3857931,+,NC_016810,2228878,2228925,+,34,194,72453,19664049,47.56568574,1.70E-36,CDS,sRNA
glpT#gene2291,CyaR,NC_016810,2386518,2386518,-,NC_016810,2228893,2228897,+,34,6008,19720,19710968,5.656529225,1.75E-08,CDS,sRNA
nhaA#gene39,FnrS,NC_016810,46113,46212,+,NC_016810,1706804,1706871,-,34,669,94333,19641694,10.5820082,3.00E-16,CDS,sRNA
FnrS,rfbX#gene2097,NC_016810,1706821,1706832,-,NC_016810,2166923,2166950,-,34,94868,521,19641307,13.51113498,1.85E-19,sRNA,CDS
MgrR,SL1344_0724#gene736,NC_016810,1550799,1550799,+,NC_016810,811712,811713,+,34,3770,4616,19728310,38.54443201,1.49E-34,sRNA,CDS
cheA#gene1878,MgrR,NC_016810,1974917,1975058,-,NC_016810,1550808,1550843,+,34,2538,43194,19690964,6.107041251,2.32E-09,CDS,sRNA
RyeF,lppA#gene1331,NC_016810,1958556,1958591,-,NC_016810,1416246,1416423,-,34,6137,17348,19713211,6.295507573,8.95E-10,sRNA,CDS
SL1344_0783#gene800,SL1344_3958#gene4032,NC_016810,872986,872986,+,NC_016810,4242914,4242914,-,34,35,0,19736661,inf,8.53E-184,CDS,CDS
fliZ#gene1910,SL1344_1968#gene1996,NC_016810,2002211,2002304,-,NC_016810,2073568,2073577,+,34,528,21570,19714598,58.8549202,2.57E-40,CDS,CDS
SL1344_2752#gene2800,STnc440,NC_016810,2932478,2932775,-,NC_016810,4580465,4580563,+,34,999,46192,19689505,14.50712858,1.25E-20,CDS,sRNA
SL1344_2993#gene3048,STnc440,NC_016810,3197140,3197152,-,NC_016810,4580534,4580565,+,34,164,39838,19696694,102.5016555,1.99E-47,CDS,sRNA
rpsJ#gene3469.5UTR,STnc2080,NC_016810,3618030,3618096,-,NC_016810,2759412,2759445,-,34,847,5442,19730407,145.5368642,1.14E-53,5UTR,sRNA
aphA#gene4269,STnc440,NC_016810,4491984,4492007,+,NC_016810,4580522,4580565,+,34,626,39838,19696232,26.85283898,4.11E-29,CDS,sRNA
hilC#gene2899.RUF_219c.IGR,STnc440,NC_016810,3034607,3034626,-,NC_016810,4580515,4580564,+,34,358,39838,19696500,46.95560315,7.67E-37,IGR,sRNA
Spf,ompD#gene1523,NC_016810,4230538,4230538,+,NC_016810,1612470,1612470,+,34,30820,3474,19702402,6.256560443,1.12E-09,sRNA,CDS
tRNA-Gly#rna32,dbpA#gene1607.5UTR,NC_016810,1993193,1993194,-,NC_016810,1706509,1706509,-,34,9216,43,19727437,1692.538906,2.73E-85,tRNA,5UTR
sucA#gene730,sucC#gene732,NC_016810,803342,803740,+,NC_016810,805348,805646,+,34,728,7056,19728912,130.5846415,4.80E-52,CDS,CDS
SL1344_0406#gene412.3UTR,SL1344_1663#gene1684,NC_016810,466562,466562,+,NC_016810,1785309,1785309,-,33,4,66027,19670666,2457.827775,7.51E-71,3UTR,CDS
ArcZ,SL1344_1154#gene1172,NC_016810,3511862,3511862,+,NC_016810,1259803,1259808,+,33,116368,20,19620309,278.1994178,2.74E-53,sRNA,CDS
SL1344_1627#gene1648,ArcZ,NC_016810,1746398,1746398,-,NC_016810,3511899,3511899,+,33,65,23660,19712972,422.9976435,2.79E-64,CDS,sRNA
SL1344_2492#gene2537,ArcZ,NC_016810,2663013,2663029,-,NC_016810,3511915,3511917,+,33,1292,18189,19717216,27.68778394,1.03E-28,CDS,sRNA
ArcZ,SL1344_3239#gene3294,NC_016810,3511862,3511863,+,NC_016810,3456463,3456475,+,33,116368,720,19619609,7.7274859,1.19E-11,sRNA,CDS
ArcZ,rcK,NC_016810,3511862,3511862,+,NC_017720,88311,88782,+,33,116368,316,19620013,17.60729245,4.91E-22,sRNA,NC_017720#gene
ArcZ,sbmA#gene377.5UTR,NC_016810,3511862,3511862,+,NC_016810,429694,429694,+,33,116368,137,19620192,40.61281151,1.15E-32,sRNA,5UTR
ArcZ,stcA#gene2161,NC_016810,3511838,3511862,+,NC_016810,2244983,2245277,-,33,116368,149,19620180,37.34195821,1.29E-31,sRNA,CDS
ArcZ,yadA,NC_016810,3511862,3511863,+,NC_017718,4025,4026,+,33,116368,247,19620082,22.52600803,3.40E-25,sRNA,NC_017718#gene
SL1344_4442#gene4532.AS,ChiX,NC_016810,4786068,4786209,+,NC_016810,555571,555573,+,33,0,9701004,10035693,inf,0.000373176,AS,sRNA
SL1344_1776#gene1798,DapZ,NC_016810,1902079,1902081,-,NC_016810,74875,74882,+,33,50,127662,19608985,101.3765263,3.52E-43,CDS,sRNA
tRNA-Thr#rna7,DapZ,NC_016810,368308,368313,+,NC_016810,74875,74882,+,33,290,127662,19608745,17.4784975,7.02E-22,tRNA,sRNA
tRNA-Ser#rna21,GJB7-4646.repA2.IGR,NC_016810,984020,984068,-,NC_017720,76196,76231,+,33,6446,3796,19726455,26.60397194,2.96E-28,tRNA,IGR
GcvB,dppA#gene3657,NC_016810,3156931,3156931,+,NC_016810,3836469,3836899,-,33,42306,1810,19692581,8.48664509,5.60E-13,sRNA,CDS
SL1344_2747#gene2796,InvR,NC_016810,2928467,2928467,+,NC_016810,3067529,3067529,+,33,19,332997,19403681,101.2055068,9.88E-39,CDS,sRNA
cadC#gene2564,InvR,NC_016810,2695582,2695614,+,NC_016810,3067567,3067586,+,33,530,332997,19403170,3.628026396,0.007546433,CDS,sRNA
sdhB#gene729,InvR,NC_016810,800279,800292,+,NC_016810,3067585,3067586,+,33,382,332997,19403318,5.033687582,2.55E-06,CDS,sRNA
SL1344_1189#gene1207,MgrR,NC_016810,1294817,1295249,-,NC_016810,1550835,1550843,+,33,1473,43195,19692029,10.21334921,2.51E-15,CDS,sRNA
fabG#gene1150,MgrR,NC_016810,1235437,1235494,+,NC_016810,1550836,1550843,+,33,28,43195,19693474,537.3345476,1.73E-64,CDS,sRNA
MgrR,glpF#gene4109,NC_016810,1550762,1550796,+,NC_016810,4317970,4318074,-,33,3771,38404,19694522,4.4877266,2.30E-05,sRNA,CDS
mdoB#gene4563,MgrR,NC_016810,4821676,4821679,-,NC_016810,1550815,1550843,+,33,264,43195,19693238,56.98934483,3.97E-38,CDS,sRNA
rfaL#gene3741,MgrR,NC_016810,3930420,3930420,+,NC_016810,1550836,1550843,+,33,41,43195,19693461,366.9599366,1.00E-60,CDS,sRNA
rob#gene4607.5UTR,RprA,NC_016810,4864152,4864158,-,NC_016810,1401685,1401693,-,33,890,64850,19670957,11.24707113,1.71E-16,5UTR,sRNA
RybD,SL1344_4251#gene4334,NC_016810,807359,807390,+,NC_016810,4581716,4581816,-,33,18021,2300,19716376,15.69763797,4.79E-21,sRNA,CDS
SL1344_1257#gene1277,tRNA-Thr#rna92,NC_016810,1359827,1359827,-,NC_016810,4381443,4381443,+,33,112,4276,19732309,1359.678181,3.54E-82,CDS,tRNA
SL1344_1713#gene1736.5UTR,invA#gene2927,NC_016810,1841212,1841212,-,NC_016810,3061370,3061370,-,33,699,468,19735530,1990.855343,7.92E-89,5UTR,CDS
sipA#gene2913,SL1344_1968#gene1996,NC_016810,3048252,3048255,-,NC_016810,2073569,2073571,+,33,469,21571,19714657,64.30726567,3.45E-40,CDS,CDS
flgE#gene1132,STnc440,NC_016810,1215855,1216129,+,NC_016810,4580518,4580545,+,33,1047,39839,19695811,15.58234077,7.62E-21,CDS,sRNA
lrp#gene913,STnc440,NC_016810,993363,993369,+,NC_016810,4580559,4580565,+,33,751,39839,19696107,21.72430889,2.89E-25,CDS,sRNA
gdhA#gene1254,rplB#gene3465,NC_016810,1336343,1336343,-,NC_016810,3615845,3615845,-,33,22,107,19736568,276680.8598,1.45E-150,CDS,CDS
invF#gene2930.5UTR,orgAb#gene2901,NC_016810,3066629,3066629,-,NC_016810,3036900,3036900,-,33,7859,2554,19726284,32.43179898,5.64E-31,5UTR,CDS
ArcZ,SL1344_4251#gene4334,NC_016810,3511862,3511863,+,NC_016810,4582060,4582081,-,32,116369,1561,19618768,3.456061837,0.028680382,sRNA,CDS
ArcZ,SL1344_4251#gene4334,NC_016810,3511862,3511862,+,NC_016810,4581451,4581493,-,32,116369,570,19619759,9.465236913,1.43E-13,sRNA,CDS
ArcZ,aph(3'')-Ib,NC_016810,3511862,3511862,+,NC_017719,8631,8633,-,32,116369,821,19619508,6.571395882,3.06E-09,sRNA,NC_017719#gene
ArcZ,dsbD#gene4344,NC_016810,3511862,3511862,+,NC_016810,4589279,4589282,-,32,116369,63,19620266,85.64007078,3.55E-40,sRNA,CDS
ArcZ,potI#gene872,NC_016810,3511862,3511862,+,NC_016810,951561,951561,+,32,116369,6,19620323,899.2233556,6.87E-59,sRNA,CDS
ArcZ,sbmA#gene377,NC_016810,3511862,3511863,+,NC_016810,429925,430072,+,32,116369,1159,19619170,4.6548948,2.15E-05,sRNA,CDS
ArcZ,siiE#gene4281,NC_016810,3511862,3511862,+,NC_016810,4514145,4514418,+,32,116369,528,19619801,10.21817536,1.69E-14,sRNA,CDS
ArcZ,ssaP#gene1371,NC_016810,3511862,3511862,+,NC_016810,1454324,1454333,+,32,116369,34,19620295,158.6862481,1.49E-46,sRNA,CDS
ybiF#gene824,CyaR,NC_016810,898073,898078,-,NC_016810,2228925,2228931,+,32,84,52701,19683913,142.2863612,7.95E-48,CDS,sRNA
cspB#gene1950.5UTR,GraL,NC_016810,2037101,2037101,-,NC_016810,3489916,3489940,-,32,2534,14953,19719211,16.65346346,4.93E-21,5UTR,sRNA
SL1344_3566#gene3627.5UTR,InvR,NC_016810,3795651,3795700,-,NC_016810,3067554,3067585,+,32,544,332998,19403156,3.427534453,0.047384988,5UTR,sRNA
imp#gene94.5UTR,InvR,NC_016810,108207,108209,-,NC_016810,3067529,3067556,+,32,20,332998,19403680,93.23145484,9.51E-37,5UTR,sRNA
nuoK#gene2327,MgrR,NC_016810,2427226,2427481,-,NC_016810,1550835,1550843,+,32,99,43196,19693403,147.3642097,1.23E-48,CDS,sRNA
traS,MgrR,NC_017720,10715,10752,-,NC_016810,1550780,1550843,+,32,2715,43779,19690204,5.301082008,6.94E-07,NC_017720#gene,sRNA
ydfB.ydhA.IGR,MgrR,NC_017718,31174,31188,+,NC_016810,1550836,1550843,+,32,379,43196,19693123,38.49300617,9.48E-32,IGR,sRNA
siiF#gene4282,RprA,NC_016810,4521028,4521091,+,NC_016810,1401686,1401703,-,32,696,98438,19637564,9.1720322,3.09E-13,CDS,sRNA
RprA,ybfM#gene682,NC_016810,1401731,1401731,-,NC_016810,749025,749025,+,32,98296,1616,19636786,3.955880682,0.001183619,sRNA,CDS
SL1344_3812#gene3872,SL1344_1968#gene1996,NC_016810,4072807,4072836,+,NC_016810,2073570,2073573,+,32,282,21572,19714844,103.7059808,4.35E-45,CDS,CDS
SL1344_3112#gene3169,SdsR,NC_016810,3321569,3321967,-,NC_016810,1925621,1925695,-,32,10502,7431,19718765,8.085565774,6.70E-12,CDS,sRNA
ompC#gene2276.5UTR,SL1344_3878#gene3943,NC_016810,2364281,2364281,-,NC_016810,4150789,4150789,+,32,1164,58,19735476,9354.414504,9.71E-105,5UTR,CDS
SL1344_4245#gene4328,siiB#gene4278,NC_016810,4577110,4577110,+,NC_016810,4500691,4500691,+,32,103,8301,19728294,738.3663075,5.47E-71,CDS,CDS
fadR#gene1756,STnc490a,NC_016810,1863042,1863052,-,NC_016810,981669,981671,-,32,299,18873,19717526,111.8124779,3.65E-46,CDS,sRNA
STnc500,fliC#gene1914,NC_016810,1172625,1172627,-,NC_016810,2005913,2005978,-,32,4574,4183,19727941,32.99496818,3.94E-30,sRNA,CDS
cheB#gene1874,STnc870,NC_016810,1970283,1970303,-,NC_016810,4292572,4292599,+,32,1488,21173,19714037,20.02351036,2.10E-23,CDS,sRNA
narP#gene2255,STnc870,NC_016810,2344601,2344623,+,NC_016810,4292570,4292597,+,32,501,21173,19715024,59.47400226,8.60E-38,CDS,sRNA
invF#gene2930,hupB#gene452.5UTR,NC_016810,3066085,3066085,-,NC_016810,507565,507565,+,32,3639,2997,19730062,57.89081048,9.86E-38,CDS,5UTR
spaQ#gene2920,invC#gene2925,NC_016810,3056112,3056112,-,NC_016810,3060274,3060274,-,32,2381,1914,19732403,138.5570493,1.20E-49,CDS,CDS
tRNA-Glu#rna49,pduV#gene2064,NC_016810,2800433,2800436,-,NC_016810,2129154,2129161,+,32,2866,911,19732921,241.8503902,3.11E-57,tRNA,CDS
siiC#gene4279,spaR#gene2919,NC_016810,4501842,4501870,+,NC_016810,3055875,3055989,-,32,604,8143,19727951,128.3543481,2.07E-48,CDS,CDS
RydC,ompX#gene825.3UTR,NC_016810,1686527,1686527,+,NC_016810,899357,899357,+,31,56635,27,19680037,398.9688009,2.16E-56,sRNA,3UTR
asnS#gene953,ArcZ,NC_016810,1048736,1048765,-,NC_016810,3511899,3511915,+,31,42,41884,19694773,347.0685266,2.73E-56,CDS,sRNA
ArcZ,ldhA#gene1598,NC_016810,3511862,3511862,+,NC_016810,1697796,1697816,+,31,116370,50,19620279,104.5335824,7.61E-41,sRNA,CDS
nanA#gene3367,ArcZ,NC_016810,3530322,3530333,-,NC_016810,3511897,3511900,+,31,114,23662,19712923,226.5460102,5.37E-53,CDS,sRNA
ArcZ,siiE#gene4281,NC_016810,3511862,3511863,+,NC_016810,4512717,4512717,+,31,116370,299,19620030,17.48031032,2.66E-20,sRNA,CDS
ArcZ,sipD#gene2914,NC_016810,3511862,3511862,+,NC_016810,3050117,3050154,-,31,116370,1156,19619173,4.521093849,9.92E-05,sRNA,CDS
sseB#gene2542,ArcZ,NC_016810,2673607,2673640,-,NC_016810,3511915,3511918,+,31,140,18191,19718368,240.0203429,4.57E-54,CDS,sRNA
ArcZ,traG,NC_016810,3511862,3511862,+,NC_017720,11351,11351,-,31,116370,160,19620169,32.66656135,8.34E-28,sRNA,NC_017720#gene
AvrA#gene2897,sprB#gene2898,NC_016810,3032640,3032954,-,NC_016810,3034049,3034141,-,31,9113,3935,19723651,17.05072681,1.55E-20,CDS,CDS
sprB#gene2898,CyaR,NC_016810,3034021,3034048,-,NC_016810,2228878,2228887,+,31,1092,19723,19715884,28.37803598,5.74E-27,CDS,sRNA
glmS#gene3888,DapZ,NC_016810,4092173,4092175,-,NC_016810,74903,74924,+,31,779,133600,19602320,5.838822227,1.88E-07,CDS,sRNA
GJB7-4722,FnrS,NC_017718,42785,42787,+,NC_016810,1706784,1706784,-,31,3765,16659,19716275,9.744793761,1.37E-13,NC_017718#gene,sRNA
GJB7-4706.yddA.IGR,STnc840,NC_017718,27899,27937,+,NC_016810,1224278,1224311,+,31,2985,21976,19711738,9.315231021,4.91E-13,IGR,sRNA
GJB7-4722,MgrR,NC_017718,42785,42786,+,NC_016810,1550842,1550843,+,31,3765,43197,19689737,3.753038694,0.006877439,NC_017718#gene,sRNA
SL1344_2359#gene2398,InvR,NC_016810,2499557,2499589,-,NC_016810,3067534,3067586,+,31,296,332999,19403404,6.102460538,1.20E-07,CDS,sRNA
groEL#gene4351,InvR,NC_016810,4596719,4596767,+,NC_016810,3067585,3067587,+,31,458,332999,19403242,3.943915367,0.003646861,CDS,sRNA
adiY#gene4315,MgrR,NC_016810,4559697,4559700,-,NC_016810,1550824,1550836,+,31,86,43197,19693416,164.3352429,3.32E-48,CDS,sRNA
MgrR,ftsK#gene914,NC_016810,1550766,1550767,+,NC_016810,994126,994138,+,31,3773,529,19732397,306.477828,2.52E-58,sRNA,CDS
sopA#gene2075,MgrR,NC_016810,2140269,2140292,+,NC_016810,1550836,1550843,+,31,445,43197,19693057,31.75859159,3.54E-28,CDS,sRNA
traG,MgrR,NC_017720,11277,11306,-,NC_016810,1550825,1550836,+,31,3515,43197,19689987,4.020019942,0.001395429,NC_017720#gene,sRNA
slyA#gene1398,OmrA,NC_016810,1476752,1476780,+,NC_016810,3191583,3191645,-,31,1396,73317,19661986,5.955235934,9.37E-08,CDS,sRNA
SL1344_0490#gene496,STnc740,NC_016810,556656,556656,-,NC_016810,2240286,2240286,-,31,11,18487,19718201,3005.867666,3.23E-78,CDS,sRNA
SL1344_0661#gene667,STnc440,NC_016810,736932,737239,-,NC_016810,4580511,4580559,+,31,2048,39841,19694810,7.482613383,2.07E-10,CDS,sRNA
glpT#gene2291,SL1344_1190#gene1208,NC_016810,2387519,2387574,-,NC_016810,1295094,1295319,-,31,18591,1089,19717019,30.1906399,9.01E-28,CDS,CDS
SL1344_1814#gene1836.5UTR,STnc870,NC_016810,1932319,1932323,-,NC_016810,4292565,4292593,+,31,306,21174,19715219,94.327639,2.47E-42,5UTR,sRNA
SL1344_3553#gene3614.pitA#gene3615.IGR,SL1344_1968#gene1996,NC_016810,3779581,3779581,+,NC_016810,2073616,2073618,+,31,0,192898,19543801,inf,2.67E-56,IGR,CDS
STnc870,SL1344_2379#gene2421,NC_016810,4292542,4292543,+,NC_016810,2527104,2527212,+,31,18250,205,19718244,163.385383,2.39E-49,sRNA,CDS
SL1344_2610#gene2657,STnc440,NC_016810,2786477,2786581,-,NC_016810,4580531,4580565,+,31,1297,39841,19695561,11.81571053,7.29E-16,CDS,sRNA
SL1344_3112#gene3169,STnc440,NC_016810,3321317,3321372,-,NC_016810,4580521,4580557,+,31,747,39841,19696111,20.51593642,1.05E-22,CDS,sRNA
invJ#gene2923,SL1344_4242#gene4325,NC_016810,3058404,3058404,-,NC_016810,4573875,4573875,+,31,3697,366,19732636,452.0810079,2.27E-63,CDS,CDS
siiE#gene4281,STnc2040,NC_016810,4520355,4520514,+,NC_016810,1819371,1819371,-,31,6589,24487,19705623,3.786140924,0.005470983,CDS,sRNA
STnc440,traG,NC_016810,4580485,4580500,+,NC_017720,11219,11252,-,31,39328,2444,19694927,6.352036815,1.57E-08,sRNA,NC_017720#gene
traS,STnc720,NC_017720,10912,10912,-,NC_016810,1295321,1295352,-,31,685,618,19735396,1445.201795,5.66E-79,NC_017720#gene,sRNA
STnc840,napA#gene2268,NC_016810,1224268,1224268,+,NC_016810,2356298,2356298,-,31,21308,136,19715255,210.9028731,2.69E-52,sRNA,CDS
cdsA#gene223,kdsB#gene941,NC_016810,260964,260964,+,NC_016810,1031554,1031554,+,31,109,7,19736583,801879.519,4.66E-148,CDS,CDS
