Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,2418359,2419360,+,SL1344_2283,SL1344_2283,6.3,5.69436e-10,1.84759e-08,1.35,0.18344096199999999,0.483906345
NC_016810.1,CDS,3603120,3603389,-,SL1344_3378,SL1344_3378,6.3,2.7799e-12,2.25898e-10,0.83,0.327043265,0.624054112
NC_016810.1,CDS,1445606,1446295,+,SL1344_1339,sseG,6.3,1.89219e-08,3.15475e-07,2.21,0.046526467,0.233574018
NC_016810.1,CDS,898795,899310,+,SL1344_0808,ompX,6.3,3.0956099999999997e-10,1.16338e-08,1.82,0.068937901,0.293410144
NC_016810.1,CDS,9376,9942,-,SL1344_0009,SL1344_0009,6.3,1.0254899999999999e-07,1.24327e-06,2.71,0.006283105,0.072911241
NC_016810.1,CDS,3935848,3936927,-,SL1344_3685,rfaB,6.29,8.65408e-13,9.07672e-11,-0.85,0.301326012,0.600515591
NC_016810.1,CDS,2090992,2091378,-,SL1344_1988,SL1344_1988,6.29,1.55905e-08,2.67351e-07,0.16,0.867187292,0.94905209
NC_016810.1,CDS,2384252,2385130,+,SL1344_2250,SL1344_2250,6.29,1.5695100000000001e-07,1.7740599999999998e-06,0.88,0.341863621,0.636212103
NC_016810.1,sRNA,230133,230365,+,ncRNA0126,sRNA28,6.28,2.40219e-07,2.5525299999999997e-06,0.08,0.9381157309999999,0.97722803
NC_016810.1,CDS,2307862,2308116,-,SL1344_2187,SL1344_2187,6.28,6.10708e-05,0.00026156599999999997,2.48,0.044658355999999996,0.228499945
NC_016810.1,CDS,2688027,2688665,-,SL1344_2514,SL1344_2514,6.28,8.19995e-10,2.4171099999999997e-08,2.41,0.005823804,0.069709756
NC_016810.1,CDS,1564527,1564868,-,SL1344_1460,hypA,6.28,9.402569999999999e-10,2.67543e-08,-0.59,0.5065261289999999,0.760045931
NC_016810.1,CDS,1647836,1648066,-,SL1344_1530A,SL1344_1530A,6.27,2.3039400000000004e-08,3.72429e-07,1.43,0.19639146100000002,0.49803199
NC_016810.1,CDS,1492387,1492617,-,SL1344_1393,SL1344_1393,6.27,6.68135e-10,2.07813e-08,1.35,0.159842746,0.452970644
NC_016810.1,CDS,1103256,1104293,+,SL1344_0998,pyrD,6.27,2.66623e-09,6.31219e-08,-0.01,0.988170255,0.995549065
NC_016810.1,CDS,1132772,1133647,-,SL1344_1027,pipB,6.26,2.65338e-11,1.4865499999999998e-09,-1.22,0.192449807,0.49351147100000003
NC_016810.1,CDS,1309035,1309676,+,SL1344_1208,SL1344_1208,6.26,2.05054e-05,0.000103618,-0.51,0.616732005,0.828485245
NC_016810.1,CDS,4502472,4503749,+,SL1344_4196,siiD,6.26,1.22604e-08,2.20736e-07,-1.06,0.333469251,0.6310960489999999
NC_016810.1,CDS,1581727,1582806,+,SL1344_1477,SL1344_1477,6.26,2.05575e-09,5.2381000000000004e-08,0.71,0.480016491,0.7420236590000001
NC_016810.1,CDS,1454560,1455528,+,SL1344_1352,ssaQ,6.26,1.4528600000000001e-10,6.361550000000001e-09,0.47,0.630309502,0.8390031379999999
NC_017718.1,CDS,62341,62892,-,SL1344_P2_0072,nuc,6.25,5.59859e-05,0.000242785,1.55,0.189695337,0.491241744
NC_016810.1,CDS,2775738,2776022,+,SL1344_2599,SL1344_2599,6.24,6.54372e-05,0.000277892,1.99,0.10160549699999999,0.363623705
NC_016810.1,CDS,3878452,3879384,+,SL1344_3635,SL1344_3635,6.24,2.31594e-05,0.00011528600000000001,-2.0,0.058057980999999995,0.267857744
NC_016810.1,CDS,4499149,4499781,+,SL1344_4193,siiA,6.23,2.23835e-09,5.5163699999999994e-08,-0.64,0.533879518,0.782265688
NC_016810.1,CDS,4421536,4421973,-,SL1344_4116,yjaB,6.23,5.73842e-13,6.39019e-11,3.07,0.000186406,0.009178798
NC_016810.1,CDS,1910986,1911381,+,SL1344_1785,SL1344_1785,6.23,1.71173e-05,8.83285e-05,-1.71,0.08448876699999999,0.330186839
NC_016810.1,CDS,4680006,4681439,-,SL1344_4351,SL1344_4351,6.23,2.6095300000000006e-09,6.22698e-08,2.78,0.002155574,0.04095723
NC_016810.1,CDS,3290468,3290743,+,SL1344_3086,SL1344_3086,6.23,7.00925e-12,4.939330000000001e-10,1.44,0.083237915,0.32722784
NC_016810.1,CDS,4784224,4784670,+,SL1344_4440,SL1344_4440,6.22,1.53131e-12,1.42396e-10,2.11,0.010273373,0.09780572
NC_016810.1,CDS,3327905,3328153,-,SL1344_3117,hybG,6.22,4.08179e-10,1.3946100000000002e-08,-2.07,0.027354222999999997,0.172486208
NC_016810.1,CDS,706256,706897,-,SL1344_0633,SL1344_0633,6.22,5.74353e-11,2.90415e-09,3.44,0.000109515,0.006716237
NC_016810.1,CDS,1456507,1457286,+,SL1344_1355,ssaT,6.22,3.5068e-09,7.96759e-08,-0.96,0.36182297,0.653706852
NC_016810.1,CDS,4773248,4773973,-,SL1344_4429,SL1344_4429,6.22,1.08988e-10,4.965020000000001e-09,-1.92,0.029770475,0.182077627
NC_016810.1,CDS,1363971,1364930,-,SL1344_1263,SL1344_1263,6.21,4.95212e-13,5.72669e-11,0.09,0.919135432,0.973037954
NC_016810.1,CDS,2775458,2775697,+,SL1344_2598,SL1344_2598,6.21,8.071079999999999e-05,0.00033197,2.08,0.092606389,0.348456017
NC_016810.1,CDS,4146381,4146710,+,SL1344_3875,trxA,6.2,1.5041899999999999e-12,1.4133199999999998e-10,-0.06,0.9395983040000001,0.977935422
NC_016810.1,CDS,1136570,1136740,+,SL1344_1031,SL1344_1031,6.2,1.9981400000000004e-08,3.2949199999999997e-07,0.89,0.38833304799999996,0.674634919
NC_016810.1,CDS,200812,201348,+,SL1344_0171,hpt,6.2,1.13868e-09,3.14094e-08,2.76,0.003466655,0.053514997
NC_016810.1,CDS,94134,94550,+,SL1344_0082,SL1344_0082,6.19,3.55732e-10,1.28348e-08,-0.5,0.581454782,0.8109180229999999
NC_016810.1,CDS,3013445,3014254,-,SL1344_2824,SL1344_2824,6.19,3.22792e-05,0.000152359,0.02,0.986785092,0.995461622
NC_016810.1,CDS,3858263,3858679,+,SL1344_3616,SL1344_3616,6.19,3.4099e-12,2.69801e-10,2.51,0.002441959,0.043200464
NC_016810.1,CDS,2953789,2954802,-,SL1344_2767,SL1344_2767,6.18,6.199319999999999e-09,1.23986e-07,0.1,0.9126229929999999,0.970599355
NC_017718.1,CDS,83430,83996,-,SL1344_P2_0100,trcD,6.17,1.6440699999999999e-09,4.32348e-08,-0.33,0.7017360859999999,0.879745705
NC_016810.1,CDS,3290856,3291941,+,SL1344_3087,mltC,6.17,6.24961e-13,6.79175e-11,1.29,0.11067215400000001,0.378789625
NC_016810.1,CDS,108427,109239,+,SL1344_0095,djlA,6.17,2.64136e-12,2.20602e-10,2.38,0.0044724809999999995,0.060463641
NC_016810.1,CDS,825709,826599,+,SL1344_0740,SL1344_0740,6.16,1.4209799999999999e-08,2.48396e-07,0.41,0.672802895,0.863063745
NC_016810.1,CDS,895525,896271,-,SL1344_0805,glnH,6.16,6.12164e-14,1.00395e-11,-1.44,0.069296467,0.294564564
NC_016810.1,CDS,4260083,4261072,+,SL1344_3975,yiiD,6.16,3.10495e-11,1.69737e-09,0.21,0.8104266059999999,0.927689344
NC_016810.1,CDS,4448208,4448570,-,SL1344_4141,gtrA,6.15,2.85225e-05,0.000137506,-0.69,0.499572623,0.75693374
NC_016810.1,CDS,1553947,1554336,-,SL1344_1449,marA,6.15,3.8134999999999996e-07,3.7393699999999997e-06,1.12,0.27558849399999996,0.580452203
NC_016810.1,CDS,1406879,1407106,+,SL1344_1301,SL1344_1301,6.15,7.5175e-12,5.176169999999999e-10,0.63,0.476817073,0.740344294
NC_016810.1,CDS,3378556,3379209,-,SL1344_3168,ribB,6.14,2.77556e-12,2.25898e-10,1.92,0.025946521,0.16670022
NC_016810.1,CDS,1685743,1686405,+,SL1344_1568,SL1344_1568,6.13,3.9930700000000006e-09,8.827810000000001e-08,0.7,0.485044415,0.746260945
NC_016810.1,CDS,2045059,2045604,-,SL1344_1933,SL1344_1933,6.12,4.41147e-06,2.84835e-05,0.69,0.475267802,0.7394272590000001
NC_016810.1,CDS,573174,574268,-,SL1344_0506,ybbB,6.12,4.2501e-13,5.05026e-11,1.69,0.036100051,0.201932792
NC_016810.1,CDS,3930875,3931738,-,SL1344_3680,waaK,6.12,2.20683e-09,5.4836300000000005e-08,-1.64,0.077461525,0.313658734
NC_016810.1,CDS,507591,507863,+,SL1344_0445,hupB,6.11,2.02602e-14,4.06105e-12,-0.27,0.736041191,0.894369745
NC_016810.1,CDS,2166340,2167632,-,SL1344_2065,rfbX,6.1,8.91767e-11,4.2335500000000005e-09,-1.13,0.210604793,0.513722738
NC_016810.1,CDS,1308623,1308805,+,SL1344_1207,SL1344_1207,6.1,6.05856e-10,1.9174799999999997e-08,2.49,0.004682743,0.061513378
NC_016810.1,CDS,3458457,3458975,+,SL1344_3242,SL1344_3242,6.1,2.36455e-06,1.70249e-05,1.23,0.324329589,0.622903863
NC_016810.1,CDS,3055961,3056221,-,SL1344_2868,spaQ,6.09,1.64929e-09,4.32458e-08,0.62,0.534770878,0.782800512
NC_016810.1,CDS,1925864,1926217,-,SL1344_1807,SL1344_1807,6.08,2.63322e-10,1.0378e-08,1.13,0.18654851100000003,0.488201815
NC_016810.1,sRNA,1294019,1294128,-,ncRNA0467,StyR-285,6.08,7.2464e-05,0.000302885,0.93,0.414686228,0.6918857140000001
NC_016810.1,CDS,317659,318144,+,SL1344_0272,SL1344_0272,6.08,3.2551400000000002e-06,2.20883e-05,4.26,0.000202812,0.009501194000000001
NC_016810.1,CDS,4520485,4522551,+,SL1344_4198,siiF,6.06,7.27364e-09,1.41093e-07,-0.25,0.8091578190000001,0.927005926
NC_016810.1,CDS,3798561,3800150,-,SL1344_3569,SL1344_3569,6.06,6.95903e-12,4.939330000000001e-10,-0.18,0.834134431,0.938167051
NC_016810.1,CDS,3657451,3657621,+,SL1344_3447,SL1344_3447,6.05,5.8885000000000005e-06,3.63547e-05,-0.91,0.36139208100000003,0.6534309779999999
NC_016810.1,sRNA,4559883,4559976,-,ncRNA0227,STnc1180,6.05,5.26541e-05,0.000231002,-0.71,0.506530246,0.760045931
NC_016810.1,CDS,1294980,1295294,-,SL1344_1190,SL1344_1190,6.04,8.600569999999999e-09,1.6272000000000002e-07,1.67,0.07247048099999999,0.302528381
NC_016810.1,CDS,2956337,2957011,-,SL1344_2769,tctD,6.03,4.03245e-07,3.9090499999999994e-06,1.97,0.077638816,0.313999674
NC_016810.1,CDS,3034683,3035570,-,SL1344_2847,hilC,6.03,7.1652e-11,3.5316999999999997e-09,0.01,0.987630005,0.995480321
NC_016810.1,CDS,1079721,1080020,+,SL1344_0974,SL1344_0974,6.03,0.00015578399999999998,0.000580409,1.92,0.131646732,0.413331031
NC_016810.1,CDS,694061,694264,+,SL1344_0620,tatE,6.02,1.5768700000000001e-12,1.45137e-10,2.35,0.003666533,0.054965397
NC_016810.1,CDS,2583637,2584680,-,SL1344_2439,SL1344_2439,6.02,9.426780000000001e-08,1.14905e-06,1.36,0.15267904300000001,0.443953804
NC_016810.1,CDS,2909966,2910784,+,SL1344_2731,SL1344_2731,6.01,4.99938e-10,1.6518099999999998e-08,-1.57,0.065034683,0.283413417
NC_016810.1,CDS,4663965,4664171,+,SL1344_4339,SL1344_4339,6.01,4.961649999999999e-09,1.03597e-07,2.22,0.030555917000000002,0.185319257
NC_016810.1,CDS,1327968,1328624,-,SL1344_1228,nam,6.0,1.50767e-08,2.62027e-07,0.5,0.606059189,0.822796396
NC_016810.1,CDS,3183630,3184160,-,SL1344_2982,rppH,6.0,1.01056e-11,6.60527e-10,1.66,0.045137061,0.229497145
NC_016810.1,CDS,4798189,4799598,-,SL1344_4455,hsdS,6.0,7.687410000000002e-10,2.30367e-08,-0.28,0.7401014509999999,0.8972153829999999
NC_016810.1,CDS,715976,716449,+,SL1344_0641,SL1344_0641,6.0,3.02896e-10,1.14795e-08,1.66,0.074764992,0.307914919
NC_016810.1,CDS,4173804,4174631,+,SL1344_3901,dapF,5.99,4.07565e-11,2.14985e-09,0.77,0.36449491700000003,0.655177914
NC_016810.1,CDS,61794,63413,-,SL1344_0054,citA,5.99,3.7013599999999995e-08,5.4642e-07,0.07,0.938109744,0.97722803
NC_016810.1,CDS,4398014,4398202,+,SL1344_4097,SL1344_4097,5.99,3.10522e-05,0.000147883,-2.16,0.024795006,0.162237739
NC_016810.1,CDS,2171835,2172827,-,SL1344_2070,rfbI,5.99,9.87208e-11,4.63454e-09,0.27,0.764259641,0.908227892
NC_016810.1,CDS,3202421,3203284,-,SL1344_2998,SL1344_2998,5.99,7.327110000000001e-07,6.404119999999999e-06,-0.1,0.914048827,0.971203872
NC_016810.1,CDS,1440510,1440779,+,SL1344_1331,sseA,5.98,5.0907400000000006e-09,1.0555999999999999e-07,-1.54,0.131752395,0.41339612
NC_016810.1,CDS,2748164,2748523,-,SL1344_2566,SL1344_2566,5.98,3.04072e-06,2.09671e-05,0.71,0.49997574899999997,0.75693374
NC_016810.1,CDS,162468,163211,-,SL1344_0139,SL1344_0139,5.98,2.76231e-10,1.06261e-08,2.15,0.013850013999999999,0.115633907
NC_016810.1,CDS,4465224,4467320,+,SL1344_4161,SL1344_4161,5.98,3.10972e-10,1.16338e-08,2.13,0.012876292,0.110936739
NC_016810.1,CDS,2303940,2305070,-,SL1344_2183,fruB,5.96,8.534799999999999e-07,7.30398e-06,-0.56,0.5556149220000001,0.7954537909999999
NC_016810.1,CDS,390542,391183,+,SL1344_0342,SL1344_0342,5.96,1.1002e-05,6.13719e-05,1.95,0.091806623,0.347351361
NC_016810.1,CDS,4746376,4747596,-,SL1344_4412,idnT,5.96,1.35542e-06,1.0631199999999999e-05,1.4,0.151497829,0.44147064700000005
NC_016810.1,CDS,1407394,1408740,-,SL1344_1302,SL1344_1302,5.96,2.0798e-06,1.53141e-05,0.97,0.335341447,0.63208677
NC_016810.1,CDS,52649,52864,+,SL1344_0045,SL1344_0045,5.96,0.000236609,0.000813652,3.19,0.020434457,
NC_016810.1,CDS,2490620,2491429,-,SL1344_2351,yfcA,5.96,3.3701699999999997e-08,5.06649e-07,-0.78,0.38372009,0.6717685859999999
NC_016810.1,CDS,1942648,1943967,-,SL1344_1824,SL1344_1824,5.96,2.60797e-13,3.56422e-11,1.95,0.015152941999999999,0.120686834
NC_016810.1,CDS,3399864,3400631,-,SL1344_3187,SL1344_3187,5.95,2.81826e-08,4.39278e-07,2.95,0.002396581,0.042940997
NC_016810.1,CDS,3058832,3059275,-,SL1344_2872,invI,5.95,3.21139e-08,4.87656e-07,-0.02,0.981503718,0.993631556
NC_016810.1,CDS,3946036,3946491,+,SL1344_3697,dut,5.95,3.9723699999999994e-10,1.3689400000000001e-08,0.97,0.258356498,0.564297334
NC_016810.1,sRNA,2002640,2002727,-,ncRNA0234,STnc1285,5.95,1.66675e-08,2.81011e-07,3.93,0.000120265,0.007054837
NC_016810.1,CDS,4806232,4806519,+,SL1344_4459,SL1344_4459,5.94,1.52649e-07,1.7363099999999996e-06,0.39,0.6712833020000001,0.862074463
NC_016810.1,CDS,1307448,1308086,+,SL1344_1205,SL1344_1205,5.94,5.76323e-11,2.90415e-09,1.76,0.043525485999999995,0.22538385100000002
NC_016810.1,CDS,1065290,1065580,+,SL1344_0956,SL1344_0956,5.94,2.6233099999999997e-09,6.24334e-08,-0.84,0.36850866,0.659165963
NC_016810.1,CDS,3712162,3713721,-,SL1344_3495,SL1344_3495,5.94,2.25364e-12,1.9546000000000002e-10,2.45,0.002535161,0.04442128099999999
NC_016810.1,CDS,1293175,1294218,+,SL1344_1188,SL1344_1188,5.94,2.2555599999999999e-07,2.41629e-06,1.71,0.081811965,0.324853938
NC_016810.1,CDS,372251,373465,+,SL1344_0324,leuC2,5.94,0.00018113599999999998,0.000653015,1.81,0.149580408,
NC_016810.1,CDS,3068893,3069219,-,SL1344_2882,SL1344_2882,5.94,4.88301e-07,4.588e-06,-1.17,0.192923565,0.494476585
NC_016810.1,sRNA,1363927,1363997,-,ncRNA0370,STnc4210,5.94,1.6958e-10,7.21513e-09,-0.09,0.9204610520000001,0.9733088409999999
NC_016810.1,CDS,3260239,3261159,-,SL1344_3054,speB,5.94,5.30288e-09,1.0870900000000001e-07,2.65,0.00648507,0.074528595
NC_016810.1,sRNA,3480987,3481116,-,ncRNA0350,STnc3950,5.93,0.000253443,0.000862336,2.99,0.028378729,
NC_016810.1,CDS,3196444,3197151,-,SL1344_2993,SL1344_2993,5.93,1.1901700000000002e-13,1.78922e-11,2.6,0.001113039,0.027845692999999998
NC_016810.1,CDS,280289,280507,-,SL1344_0239,SL1344_0239,5.93,1.82464e-11,1.08278e-09,4.02,3.7768800000000005e-06,0.000688617
NC_016810.1,CDS,614292,615944,-,SL1344_0547,SL1344_0547,5.92,7.820369999999998e-06,4.6255600000000005e-05,-2.26,0.023536752,0.156586716
NC_016810.1,CDS,3056247,3056921,-,SL1344_2869,spaP,5.92,3.48462e-09,7.93719e-08,0.03,0.978830887,0.992513627
NC_016810.1,CDS,3380019,3380228,-,SL1344_3170,glgS,5.92,2.1174200000000003e-09,5.32009e-08,0.17,0.860391125,0.947068908
NC_016810.1,sRNA,3485323,3485485,-,ncRNA0413,StyR-24f,5.92,1.17452e-08,2.12308e-07,2.49,0.005414384,0.067422389
NC_016810.1,CDS,1971303,1972169,-,SL1344_1853,cheR,5.92,1.5127000000000002e-09,4.073e-08,2.62,0.007220198000000001,0.07907054599999999
NC_016810.1,CDS,1125399,1126061,-,SL1344_1017,SL1344_1017,5.92,7.112480000000001e-08,9.12548e-07,1.36,0.15974137,0.452970644
NC_016810.1,CDS,25803,28424,+,SL1344_0023,bcfC,5.9,3.12819e-08,4.79054e-07,1.16,0.210993017,0.514033548
NC_016810.1,CDS,188511,189353,-,SL1344_0160,SL1344_0160,5.9,2.45792e-12,2.0915500000000001e-10,-2.9,0.00036057099999999996,0.013820528
NC_017718.1,CDS,4555,4788,+,SL1344_P2_0007,yaeA,5.9,6.790000000000001e-09,1.33433e-07,-2.82,0.001441199,0.03295704
NC_016810.1,CDS,3035915,3036367,-,SL1344_2848,SL1344_2848,5.9,5.49775e-11,2.8176000000000003e-09,0.18,0.8402671820000001,0.940460188
NC_016810.1,CDS,526889,527440,-,SL1344_0465,maa,5.9,1.2112299999999999e-12,1.17476e-10,0.42,0.598471351,0.819088605
NC_016810.1,CDS,2837672,2838154,+,SL1344_2660,smpB,5.9,7.381439999999999e-12,5.12158e-10,0.41,0.614323476,0.827686472
NC_016810.1,CDS,2392511,2393464,+,SL1344_2256,SL1344_2256,5.89,2.24071e-10,9.06331e-09,-2.27,0.013933481999999999,0.11618698400000001
NC_016810.1,CDS,1285042,1285830,-,SL1344_1179,envF,5.89,2.1988499999999999e-07,2.36396e-06,0.3,0.740028734,0.8972153829999999
NC_016810.1,CDS,3633385,3633606,+,SL1344_3427,SL1344_3427,5.89,0.000270578,0.0009116980000000001,2.71,0.04375195900000001,
NC_016810.1,sRNA,3035626,3035825,-,ncRNA0515,RUF_220c,5.89,1.8271799999999998e-07,2.02223e-06,-1.04,0.339207727,0.634932111
NC_016810.1,CDS,2002315,2003034,-,SL1344_1885,fliA,5.89,3.20786e-09,7.38135e-08,3.12,0.001602545,0.03465391
NC_016810.1,CDS,4133532,4135382,+,SL1344_3864,ilvD,5.88,2.41227e-08,3.87855e-07,2.95,0.0043580879999999995,0.059273509
NC_016810.1,CDS,3485437,3485895,-,SL1344_3267,SL1344_3267,5.88,2.05644e-10,8.50874e-09,1.35,0.11479031199999999,0.386994224
NC_016810.1,CDS,1309798,1309983,+,SL1344_1209,SL1344_1209,5.87,7.92094e-09,1.52015e-07,1.88,0.041550275,0.21915414600000002
NC_016810.1,CDS,2089022,2090476,-,SL1344_1986,amn,5.87,9.64236e-12,6.395149999999999e-10,1.91,0.021197859,0.148495074
NC_016810.1,CDS,1583692,1583940,-,SL1344_1480,SL1344_1480,5.87,8.35454e-08,1.04374e-06,0.85,0.34889665,0.64325138
NC_016810.1,CDS,339522,339830,+,SL1344_0291,SL1344_0291,5.87,0.00011819100000000001,0.000459319,-0.26,0.81757419,0.931176007
NC_016810.1,sRNA,1435601,1435729,+,ncRNA0222,STnc1100,5.86,0.00010675100000000001,0.00042139699999999995,-0.14,0.901752786,0.965591158
NC_016810.1,CDS,3441185,3442132,-,SL1344_3224,SL1344_3224,5.86,5.028459999999999e-10,1.65535e-08,-0.45,0.597518928,0.818802762
NC_016810.1,CDS,461457,461789,+,SL1344_0401,yajC,5.86,3.3292e-09,7.62167e-08,-0.3,0.75478064,0.903614939
NC_016810.1,CDS,1378873,1379337,+,SL1344_1277,nlpC,5.86,1.03178e-08,1.89545e-07,-0.08,0.9335655999999999,0.97597989
NC_016810.1,CDS,678832,679242,-,SL1344_0604,rnk,5.85,3.5035000000000004e-10,1.27728e-08,2.64,0.00201645,0.040126765
NC_017720.1,CDS,89117,89875,+,SL1344_P1_0097,srgC,5.85,8.63841e-09,1.6300899999999997e-07,1.27,0.16436075,0.459311359
NC_016810.1,CDS,1113963,1114130,+,SL1344_1006,rmf,5.85,1.79477e-10,7.56486e-09,2.27,0.013399535,0.11399294300000001
NC_016810.1,CDS,2577047,2577505,-,SL1344_2434,SL1344_2434,5.85,2.72025e-10,1.05762e-08,1.32,0.12500381300000002,0.40317835
NC_016810.1,CDS,1031052,1031234,+,SL1344_0924,SL1344_0924,5.84,2.5537100000000003e-09,6.142530000000001e-08,4.39,1.8808900000000002e-06,0.000453161
NC_016810.1,CDS,3511029,3511682,-,SL1344_3299,SL1344_3299,5.84,1.52988e-11,9.387410000000001e-10,1.11,0.177024684,0.476238037
NC_016810.1,CDS,2039416,2039658,-,SL1344_1927A,SL1344_1927A,5.84,3.8683e-08,5.63685e-07,-0.8,0.384118251,0.672109521
NC_016810.1,CDS,1837970,1838554,+,SL1344_1711,pth,5.83,4.0182599999999995e-08,5.79915e-07,0.19,0.826838973,0.9359828370000001
NC_016810.1,CDS,2684160,2685203,+,SL1344_2510,asrA,5.83,0.000122691,0.00047435699999999996,-0.67,0.544596241,0.7868495959999999
NC_016810.1,CDS,2335540,2336871,+,SL1344_2214,SL1344_2214,5.83,1.33138e-08,2.35933e-07,-0.69,0.44753272299999997,0.717626753
NC_016810.1,CDS,4317309,4318154,-,SL1344_4036,glpF,5.82,4.17588e-11,2.18991e-09,0.59,0.500260979,0.75693374
NC_016810.1,CDS,1185868,1186518,-,SL1344_1079,csgD,5.82,7.15733e-05,0.000299856,2.76,0.023364926,0.15606604400000001
NC_016810.1,CDS,2779841,2780416,-,SL1344_2604,rpoE,5.82,1.06896e-10,4.91939e-09,0.3,0.735169354,0.8943448829999999
NC_016810.1,CDS,3990971,3991828,-,SL1344_3734,SL1344_3734,5.82,0.000251499,0.000857015,0.56,0.655463282,0.853950425
NC_016810.1,CDS,1990696,1992135,-,SL1344_1873,SL1344_1873,5.81,7.99899e-12,5.42488e-10,1.59,0.05095336599999999,0.246906472
NC_016810.1,CDS,2786319,2786702,-,SL1344_2610,SL1344_2610,5.81,1.87151e-12,1.7051600000000001e-10,1.83,0.023813532000000002,0.157805586
NC_016810.1,CDS,3393519,3394532,-,SL1344_3182,SL1344_3182,5.81,4.795119999999999e-10,1.59601e-08,2.99,0.00077426,0.02250258
NC_016810.1,CDS,3630498,3631049,-,SL1344_3425,yheR,5.81,5.62962e-06,3.49923e-05,-0.05,0.964010113,0.986646334
NC_016810.1,CDS,1443909,1444325,+,SL1344_1336,sseE,5.81,2.27477e-09,5.56055e-08,-0.17,0.862113577,0.947222459
NC_016810.1,CDS,3313848,3314726,-,SL1344_3107,SL1344_3107,5.8,1.28455e-06,1.01727e-05,0.09,0.93477806,0.976280467
NC_016810.1,CDS,1449081,1450097,+,SL1344_1346,ssaL,5.8,5.078199999999999e-09,1.0554199999999999e-07,-0.62,0.53331971,0.782018585
NC_016810.1,sRNA,2681155,2681263,-,ncRNA0426,StyR-88,5.8,1.60715e-08,2.74555e-07,0.63,0.497633881,0.756089675
NC_016810.1,CDS,2753087,2753290,-,SL1344_2571,SL1344_2571,5.79,0.00021920599999999997,0.000762235,0.19,0.8721198640000001,0.951390686
NC_016810.1,CDS,4486835,4487818,-,SL1344_4181,qor,5.79,2.33264e-07,2.4903e-06,0.87,0.425799516,0.700937905
NC_017720.1,CDS,20638,21630,-,SL1344_P1_0019,traU,5.79,0.000503431,0.0015367,2.42,0.087887754,
NC_016810.1,CDS,1463843,1464775,+,SL1344_1361,ydhB,5.79,1.53872e-08,2.66396e-07,0.72,0.41224598,0.6918857140000001
NC_016810.1,sRNA,3906944,3907051,-,ncRNA0159,STnc380,5.79,5.8282399999999996e-05,0.000251776,2.47,0.034441064,0.19673109
NC_016810.1,CDS,3732817,3733350,-,SL1344_3508,gntK,5.78,5.5072600000000005e-05,0.000239631,3.48,0.003867137,0.05576761
NC_016810.1,CDS,981703,982161,+,SL1344_0885,tnp,5.78,3.92515e-10,1.3617299999999998e-08,1.33,0.123890955,0.40152069700000004
NC_016810.1,CDS,3368019,3368441,-,SL1344_3158,SL1344_3158,5.78,6.030549999999999e-10,1.9174799999999997e-08,0.59,0.499465636,0.75693374
NC_016810.1,sRNA,1198646,1198752,+,ncRNA0292,STnc3040,5.78,0.000307435,0.001012436,1.53,0.230679821,
NC_016810.1,CDS,790296,791129,+,SL1344_0707,SL1344_0707,5.77,0.000158723,0.0005886859999999999,-0.05,0.967813212,0.987949484
NC_017718.1,CDS,72295,72951,-,SL1344_P2_0086,pilU,5.77,0.00016575799999999998,0.000608771,-0.63,0.578906492,0.8108531809999999
NC_016810.1,CDS,3656679,3657137,-,SL1344_3446,SL1344_3446,5.77,3.55663e-10,1.28348e-08,1.31,0.128266667,0.40931264799999995
NC_016810.1,CDS,4187405,4188421,+,SL1344_3915,pldB,5.77,1.1155500000000001e-10,5.0109700000000005e-09,2.87,0.000916038,0.025022573
NC_016810.1,CDS,937756,938988,+,SL1344_0842,mdfA,5.77,5.695180000000001e-08,7.57678e-07,1.57,0.10042515099999999,0.362080822
NC_016810.1,CDS,3338755,3339159,+,SL1344_3130,SL1344_3130,5.77,4.12226e-10,1.39785e-08,-0.46,0.5938053560000001,0.816983283
NC_016810.1,sRNA,2240284,2240365,-,ncRNA0195,STnc740,5.76,1.0494199999999999e-07,1.2637899999999998e-06,0.73,0.45379920799999995,0.721501169
NC_016810.1,CDS,2680648,2681142,-,SL1344_2506,SL1344_2506,5.76,3.846920000000001e-09,8.567719999999999e-08,1.53,0.113430999,0.38413931700000004
NC_016810.1,CDS,1310672,1310923,+,SL1344_1211,SL1344_1211,5.75,2.60102e-08,4.09632e-07,0.72,0.440917646,0.711926865
NC_016810.1,CDS,1433688,1436450,-,SL1344_1326,spiR,5.74,3.64922e-08,5.416320000000001e-07,-0.38,0.714090765,0.885036983
NC_016810.1,sRNA,3261186,3261273,-,ncRNA0196,STnc750,5.74,0.000389036,0.001236473,1.56,0.23546328600000002,
NC_016810.1,CDS,1049647,1050108,-,SL1344_0938,SL1344_0938,5.74,1.8497099999999997e-06,1.39152e-05,1.01,0.316661764,0.615087895
NC_016810.1,CDS,2175210,2176295,-,SL1344_2074,rfbB,5.74,3.84045e-10,1.34267e-08,-1.03,0.240856696,0.545590891
